,F06,F07,F08,F09,F11,F14,F18,F19,F21,F22,G01,G02,G03,G05,G07,G09,G10,L02,L03,L04,L06,L07,L08,L11,L13,L14,L15,L16,L17,L18,L20,L21,L22,L23,M02,M03,M04,M07,M08,M09,R03,R04,R05,R06,R08,R10,Kingdom,Phylum,Class,Order,Family,Genus,Species
Zotu982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(53.015800865800834),Pseudomonadales(53.015800865800834),Pseudomonadaceae(53.015800865800834),Hepatobacter(46.98419913419914),Hepatobacter penaei(46.98419913419914)
Zotu1025,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(60.37251082251086),Pseudomonadales(60.37251082251086),Pseudomonadaceae(60.37251082251086),Pseudomonas_E(43.0185064935065),Hepatobacter penaei(39.62748917748919)
Zotu1293,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,1,0,0,0,0,2,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(60.398376623376656),Pseudomonadales(60.398376623376656),Pseudomonadaceae(60.398376623376656),Hepatobacter(39.60162337662339),Hepatobacter penaei(39.60162337662339)
Zotu755,0,0,3,0,0,15,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Enterobacterales(99.99999999999997),Enterobacteriaceae(99.99999999999997),Yersinia(61.3846522251695),Serratia proteamaculans_C(6.684635383773317)
Zotu662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Enterobacterales(99.99999999999997),Enterobacteriaceae(99.99999999999997),Yersinia(61.72453563358737),Serratia proteamaculans_C(6.73006101497481)
Zotu788,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Enterobacterales(99.99999999999997),Enterobacteriaceae(99.99999999999997),Yersinia(61.8119708994709),Serratia proteamaculans_C(6.747949735449735)
Zotu1184,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Enterobacterales(99.99999999999997),Enterobacteriaceae(99.99999999999997),Yersinia(62.047323972323916),Serratia proteamaculans_C(6.7644586894586824)
Zotu1341,0,0,3,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Enterobacterales(99.99999999999997),Enterobacteriaceae(99.99999999999997),Yersinia(62.43326842378563),Serratia proteamaculans_C(6.840536889674816)
Zotu1003,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Enterobacterales(99.99999999999997),Enterobacteriaceae(99.99999999999997),Yersinia(63.2476367661712),Serratia proteamaculans_C(6.9321777679536245)
Zotu1001,3,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,6,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Enterobacterales(99.99999999999997),Enterobacteriaceae(99.99999999999997),Yersinia(63.65398474450203),Serratia proteamaculans_C(6.992103841241776)
Zotu1265,18,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Moraxellaceae(99.99999999999997),Acinetobacter(99.99999999999997),Acinetobacter johnsonii(43.39528059659643)
Zotu551,3,2,0,4,5,1,0,1,3,3,0,0,0,0,0,0,0,0,1,9,5,5,2,0,6,2,7,5,0,2,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Moraxellaceae(99.99999999999997),Acinetobacter(99.99999999999997),Acinetobacter sp000632455(16.83574660633483)
Zotu601,3,3,0,0,0,0,3,5,3,3,0,0,0,0,0,0,0,0,0,5,3,0,2,0,4,6,0,2,0,0,0,2,0,3,0,0,1,0,2,1,5,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Moraxellaceae(99.99999999999997),Acinetobacter(99.99999999999997),Acinetobacter sp000632455(17.069658119658115)
Zotu625,3,2,2,0,3,0,0,7,4,1,0,0,0,0,0,0,0,0,1,3,1,2,3,0,5,0,2,2,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Moraxellaceae(99.99999999999997),Acinetobacter(99.99999999999997),Acinetobacter sp000632455(17.194444444444436)
Zotu697,3,3,0,7,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,4,4,2,3,4,0,0,3,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Moraxellaceae(99.99999999999997),Acinetobacter(99.99999999999997),Acinetobacter sp000632455(17.28911656970479)
Zotu587,0,6,0,0,5,2,5,6,7,3,0,0,0,0,0,0,0,0,2,6,1,9,3,0,7,0,2,4,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Moraxellaceae(99.99999999999997),Acinetobacter(99.99999999999997),Acinetobacter sp000632455(17.39809218559218)
Zotu579,0,3,0,0,0,3,0,1,7,0,0,0,0,0,0,0,0,0,1,3,3,0,8,1,5,2,5,6,0,0,5,0,0,5,0,0,1,0,4,7,1,0,0,0,0,7,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Moraxellaceae(99.99999999999997),Acinetobacter(99.99999999999997),Acinetobacter sp000632455(17.62777777777777)
Zotu690,0,3,0,0,3,2,0,1,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,9,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Moraxellaceae(99.99999999999997),Acinetobacter(99.99999999999997),Acinetobacter sp000632455(17.77202380952381)
Zotu668,0,2,0,6,7,5,0,1,4,1,0,0,0,0,0,0,0,0,1,0,3,0,8,0,2,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Moraxellaceae(99.99999999999997),Acinetobacter(99.99999999999997),Acinetobacter sp000632455(17.819520757020747)
Zotu1233,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Pseudomonadaceae(99.99999999999997),Pseudomonas_E(99.99999999999997),Pseudomonas_E brassicacearum_A(6.62820512820512)
Zotu913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Pseudomonadaceae(99.99999999999997),Pseudomonas_E(99.99999999999997),Pseudomonas_E brassicacearum_A(6.673076923076924)
Zotu934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Pseudomonadaceae(99.99999999999997),Pseudomonas_E(99.99999999999997),Pseudomonas_E brassicacearum_A(6.673076923076924)
Zotu1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Pseudomonadaceae(99.99999999999997),Pseudomonas_E(99.99999999999997),Pseudomonas_E brassicacearum_A(6.807692307692307)
Zotu1305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Pseudomonadaceae(99.99999999999997),Pseudomonas_E(99.99999999999997),Pseudomonas_E brassicacearum_A(6.942307692307689)
Zotu1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Bacteria(99.99999999999997),Proteobacteria(99.99999999999997),Gammaproteobacteria(99.99999999999997),Pseudomonadales(99.99999999999997),Pseudomonadaceae(99.99999999999997),Pseudomonas_E(99.99999999999997),Pseudomonas_E lurida(5.305690045248868)
Zotu977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,22,0,Bacteria(99.99999999999999),Actinobacteriota(55.19999999999998),Actinobacteria(55.19999999999998),Actinomycetales(55.19999999999998),Micrococcaceae(55.19999999999998),Arthrobacter_D(55.19999999999998),Arthrobacter_D sp002929375(27.59999999999999)
