,F06,F07,F08,F09,F11,F14,F18,F19,F21,F22,G01,G02,G03,G05,G07,G09,G10,L02,L03,L04,L06,L07,L08,L11,L13,L14,L15,L16,L17,L18,L20,L21,L22,L23,M02,M03,M04,M07,M08,M09,R03,R04,R05,R06,R08,R10,Kingdom,Phylum,Class,Order,Family,Genus,Species
Zotu1037,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Acetobacterales(100.0),Acetobacteraceae(100.0),Acetobacter(100.0),Acetobacter malorum_A(62.542857142857144)
Zotu1061,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Acetobacterales(100.0),Acetobacteraceae(100.0),Acetobacter(100.0),Acetobacter malorum_A(63.542857142857144)
Zotu1038,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Acetobacterales(100.0),Acetobacteraceae(100.0),Acetobacter(100.0),Acetobacter malorum_A(65.03333333333335)
Zotu1081,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Acetobacterales(100.0),Acetobacteraceae(100.0),Acetobacter(100.0),Acetobacter malorum_A(65.66666666666666)
Zotu1160,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Acetobacterales(100.0),Acetobacteraceae(100.0),Acetobacter(100.0),Acetobacter malorum_A(66.57619047619046)
Zotu1178,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Acetobacterales(100.0),Acetobacteraceae(100.0),Acetobacter(100.0),Acetobacter malorum_A(67.30000000000001)
Zotu973,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Acetobacterales(100.0),Acetobacteraceae(100.0),Acetobacter(100.0),Acetobacter malorum_A(70.45833333333334)
Zotu1019,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Acetobacterales(100.0),Acetobacteraceae(100.0),Acetobacter(99.5),Acetobacter malorum_A(63.319047619047616)
Zotu1310,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Acetobacterales(100.0),Acetobacteraceae(100.0),Acetobacter(99.5),Acetobacter malorum_A(73.5)
Zotu723,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Acetobacterales(100.0),Acetobacteraceae(100.0),Acetobacter(99.83333333333333),Acetobacter malorum_A(58.86666666666668)
Zotu1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Rhodobacterales(100.0),Rhodobacteraceae(100.0),Paracoccus(79.5),Paracoccus sp000967825(73.58333333333333)
Zotu1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Rhodobacterales(100.0),Rhodobacteraceae(100.0),Paracoccus(81.16666666666667),Paracoccus sp000967825(75.66666666666667)
Zotu1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Rhodobacterales(100.0),Rhodobacteraceae(100.0),Paracoccus(83.08333333333333),Paracoccus sp000967825(78.41666666666667)
Zotu951,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Burkholderiaceae(100.0),Massilia(45.71248196248197),Massilia sp000740675(23.679004329004336)
Zotu1169,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Burkholderiaceae(100.0),Massilia(56.37719502719501),Massilia sp000740675(34.131324231324214)
Zotu1170,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Burkholderiaceae(100.0),Massilia(63.31772671772675),Massilia sp000740675(38.333705183705206)
Zotu1223,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Neisseriaceae(100.0),Snodgrassella(90.00000000000001),Snodgrassella alvi(80.26666666666668)
Zotu1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Neisseriaceae(100.0),Snodgrassella(90.00000000000001),Snodgrassella alvi(80.26666666666668)
Zotu1205,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Neisseriaceae(100.0),Snodgrassella(91.08333333333334),Snodgrassella alvi(83.78333333333333)
Zotu1254,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Neisseriaceae(100.0),Snodgrassella(91.70833333333333),Snodgrassella alvi(79.875)
Zotu897,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Neisseriaceae(100.0),Snodgrassella(95.19047619047618),Snodgrassella alvi(85.57619047619045)
Zotu1225,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Neisseriaceae(100.0),Snodgrassella(95.83333333333334),Snodgrassella alvi(89.3)
Zotu866,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Neisseriaceae(97.5),Snodgrassella(89.00000000000001),Snodgrassella alvi(80.89999999999999)
Zotu1199,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Neisseriaceae(97.66666666666667),Snodgrassella(92.5),Snodgrassella alvi(83.01111111111112)
Zotu1123,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Neisseriaceae(98.0),Snodgrassella(87.71428571428574),Snodgrassella alvi(75.84285714285717)
Zotu903,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Neisseriaceae(98.0),Snodgrassella(89.5),Snodgrassella alvi(85.46666666666665)
Zotu1148,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Neisseriaceae(98.16666666666667),Snodgrassella(86.33333333333334),Snodgrassella alvi(78.99999999999999)
Zotu995,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Burkholderiales(100.0),Neisseriaceae(99.5),Snodgrassella(90.78333333333333),Snodgrassella alvi(82.91666666666666)
Zotu1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Enterobacterales(100.0),Enterobacteriaceae(100.0),Yersinia(61.005631868131815),Serratia proteamaculans_C(6.618086080586076)
Zotu631,0,0,14,0,0,19,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,15,0,8,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Enterobacterales(100.0),Enterobacteriaceae(100.0),Yersinia(61.67087140190588),Serratia proteamaculans_C(6.706775855051715)
Zotu674,0,0,11,0,2,18,0,0,0,0,0,0,0,0,8,1,9,3,0,0,0,0,0,0,5,6,0,8,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Enterobacterales(100.0),Enterobacteriaceae(100.0),Yersinia(61.719934072951354),Serratia proteamaculans_C(6.74511055674849)
Zotu637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Enterobacterales(100.0),Enterobacteriaceae(100.0),Yersinia(61.910908838926055),Serratia proteamaculans_C(6.732585119223048)
Zotu852,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Enterobacterales(100.0),Enterobacteriaceae(100.0),Yersinia(62.63620391422111),Serratia proteamaculans_C(6.845507382145309)
Zotu1047,0,0,2,2,0,10,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Enterobacterales(100.0),Enterobacteriaceae(100.0),Yersinia(62.64893162393158),Serratia proteamaculans_C(6.857112332112327)
Zotu1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Enterobacterales(100.0),Enterobacteriaceae(100.0),Yersinia(62.94666382468107),Serratia proteamaculans_C(6.8805908172287475)
Zotu1059,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Enterobacterales(100.0),Enterobacteriaceae(100.0),Yersinia(63.18370717724171),Serratia proteamaculans_C(6.924251435027302)
Zotu835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Enterobacterales(100.0),Enterobacteriaceae(100.0),Yersinia(63.461804239821525),Serratia proteamaculans_C(6.9625199991579345)
Zotu673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Enterobacterales(100.0),Enterobacteriaceae(100.0),Yersinia(63.7075956450957),Serratia proteamaculans_C(7.014718152218158)
Zotu1089,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Enterobacterales(100.0),Enterobacteriaceae(100.0),Yersinia(63.79264346764344),Serratia proteamaculans_C(7.024755799755796)
Zotu880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Enterobacterales(100.0),Enterobacteriaceae(100.0),Yersinia(63.87240151291875),Serratia proteamaculans_C(7.032539331677261)
Zotu1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,1,20,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter idrijaensis(41.23571428571429)
Zotu1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter idrijaensis(43.1095238095238)
Zotu1110,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,26,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter idrijaensis(43.402380952380945)
Zotu1240,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,21,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter idrijaensis(45.26666666666667)
Zotu1186,15,0,0,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter johnsonii(37.165268065268066)
Zotu1340,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter johnsonii(39.29039016539017)
Zotu1296,13,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter johnsonii(42.963356964672776)
Zotu675,0,0,3,2,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,2,5,4,0,0,3,0,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(16.794719169719162)
Zotu801,0,2,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,2,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,2,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.174603174603178)
Zotu639,3,7,3,0,2,0,0,1,3,3,0,0,1,0,0,0,0,0,0,3,3,2,0,3,6,4,7,6,3,0,0,0,3,4,0,0,2,0,4,3,3,0,2,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.23977591036415)
Zotu718,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,2,0,5,1,0,2,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.313827838827834)
Zotu791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,2,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.379975579975575)
Zotu606,0,3,0,0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,6,1,4,0,4,6,0,5,4,0,6,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.392399267399274)
Zotu575,0,3,0,0,3,2,2,0,5,0,0,0,0,0,0,0,0,0,1,2,2,7,0,0,4,0,2,1,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.4570818070818)
Zotu702,0,2,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,3,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.458426704014933)
Zotu641,0,5,0,0,0,0,0,5,6,3,0,0,0,0,0,0,0,3,1,6,2,2,8,0,5,0,7,1,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.48757631257631)
Zotu1139,0,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,1,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.51065323565323)
Zotu527,0,6,0,0,7,2,0,6,8,3,0,0,0,0,0,0,0,0,0,9,6,0,2,3,11,0,0,9,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.554761904761907)
Zotu537,0,6,5,4,2,1,0,10,8,0,0,0,0,0,0,0,0,0,3,2,4,0,2,3,8,4,3,4,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.562301587301583)
Zotu632,0,1,0,0,2,3,0,6,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.585685556273788)
Zotu773,0,3,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,6,0,8,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.667796092796095)
Zotu617,0,2,3,0,3,4,0,4,4,3,0,0,0,0,0,0,0,0,0,2,2,0,5,0,2,0,0,3,0,2,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter sp000632455(17.77429971988795)
Zotu1256,0,0,0,93,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Moraxellaceae(100.0),Acinetobacter(100.0),Acinetobacter ursingii(97.95833333333334)
Zotu737,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Pseudomonadaceae(100.0),Pseudomonas_E(100.0),Pseudomonas_E brassicacearum_A(6.44871794871795)
Zotu916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Pseudomonadaceae(100.0),Pseudomonas_E(100.0),Pseudomonas_E brassicacearum_A(6.987179487179479)
Zotu577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,0,3,3,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Pseudomonadaceae(100.0),Pseudomonas_E(100.0),Pseudomonas_E lurida(5.2408257918552)
Zotu793,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,8,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Pseudomonadaceae(100.0),Pseudomonas_E(100.0),Pseudomonas_E lurida(5.2638235294117655)
Zotu1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Pseudomonadaceae(100.0),Pseudomonas_E(100.0),Pseudomonas_E lurida(5.37572398190045)
Zotu775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Pseudomonadaceae(100.0),Pseudomonas_E(100.0),Pseudomonas_E lurida(5.400045248868774)
Zotu1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Pseudomonadales(100.0),Pseudomonadaceae(100.0),Pseudomonas_E(100.0),Pseudomonas_E lurida(5.425441176470585)
